"","(Intercept)","seasonSpring","seasonSummer","seasonWinter","provBritish Columbia","provManitoba","provNew Brunswick","provNewfoundland and Labrador","provNorthwest Territories","provNova Scotia","provNunavut","provOntario","provPrince Edward Island","provQuebec","provSaskatchewan","provYukon","retail"
"boot_params.2657",3.73957752781532,-0.0640447881879716,-0.581046914316989,-0.240943071641688,0.829022588867388,-2.0384364266119,-2.80432332095867,-3.16687375512889,-5.55237478235871,-2.49784564690698,-5.11147672885827,5.8811141109779,-4.64402995118541,2.29804659127418,-2.7518561905563,-4.24137853873899,-1.97498643463928
"boot_params.2658",3.59380898671908,-0.075904879170821,-0.560302983292258,-0.237949160590764,0.848889621644305,-1.7948421851933,-2.52634679582941,-3.02174943540883,-5.04910882206385,-2.32705625248264,-4.81293297590908,5.35787932722113,-3.91564301482619,2.12390038261685,-2.43400040492419,-4.11546910820374,-1.73385245844395
"boot_params.2659",3.65271663001308,-0.0806675734295013,-0.594257779039896,-0.235960068079979,0.81474291647476,-1.88328832144053,-2.5478245959397,-2.99649458910283,-5.21168533022331,-2.33325782799794,-4.90434529407079,5.48478625528507,-4.32447862086714,2.16364509711561,-2.5349019338282,-4.07272199999086,-1.79685176959881
"boot_params.2660",3.6682945639777,-0.0697040612184589,-0.55718695278053,-0.244086553422544,0.841841081552495,-1.86216246910411,-2.64546148720915,-3.02319538832438,-5.3165565641703,-2.4213683598655,-5.13833051303824,5.7176775416505,-4.36420631140717,2.26547921371807,-2.60920082509828,-4.10725929925261,-1.89071142218807
"boot_params.2661",3.68178212203655,-0.0833332888260054,-0.56363184588164,-0.244020978430942,0.83012141595483,-1.93281755463695,-2.70241783938809,-3.08669173581778,-5.40040582957261,-2.44433033652516,-4.77542253474538,5.67548114706462,-4.05377374145073,2.23490502534577,-2.6503553503449,-4.37691141093734,-1.87845765782582
"boot_params.2662",3.59128904580178,-0.0726346278256779,-0.562239548082612,-0.243097085577406,0.798094580726969,-1.74175321207876,-2.44668153753958,-2.86516400888279,-4.77513220045896,-2.29620158300565,-5.009466259217,5.16688510366873,-3.80412194315918,2.04771173223397,-2.4792403833428,-3.96814138330451,-1.66341400995484
"boot_params.2663",3.63953161962821,-0.0696697663454463,-0.573216597687644,-0.256134625160491,0.774515673331557,-1.80449489175047,-2.54158388962487,-2.98894001459901,-4.68386811565875,-2.31613507387561,-4.92682093392123,5.30728074735029,-4.27553982937514,2.08417426907641,-2.53880987561472,-4.16368978224943,-1.72963379329469
"boot_params.2664",3.70909032376832,-0.0704964558795912,-0.576876639778877,-0.237979221454309,0.840372139786263,-1.97409216788845,-2.7037397604878,-3.03641466602656,-5.31417815149569,-2.48978147870763,-5.37068497352811,5.81635475211709,-4.42069977246166,2.25717451337375,-2.71790795815172,-4.38540270464614,-1.93756372344008
"boot_params.2665",3.64417034038357,-0.0566064722500754,-0.55958346170802,-0.249376507419845,0.786332774630279,-1.87224880101474,-2.59909562851513,-2.93364875287028,-4.97115874357466,-2.38220922273194,-4.94149685484211,5.34838289593916,-4.12404208036927,2.08395847319316,-2.5201035461926,-4.10020298526848,-1.74847700312639
"boot_params.2666",3.67492826774262,-0.0731031502784608,-0.553615143694893,-0.245347355395295,0.77753391642925,-1.89463090003434,-2.5249893210736,-2.98416874351775,-5.2584645707401,-2.37120875924744,-5.03943730070548,5.39710287254193,-4.28419459458471,2.08630862140596,-2.5202501247117,-4.07349413744207,-1.77276676606597
"boot_params.2667",3.65919854824963,-0.0421289834893623,-0.552017544492135,-0.255182436306947,0.833908111629623,-1.90467253362497,-2.60760441505235,-3.14099575213647,-5.80100900495513,-2.37073918171006,-5.4485466297379,5.58117622855892,-4.43298878673155,2.18564806231827,-2.61090007336731,-4.14158665355157,-1.83964780162556
"boot_params.2668",3.5837739692563,-0.0524801631947388,-0.58137907451271,-0.2591267852949,0.831425925660394,-1.76777756790944,-2.47047746428198,-2.90418774170401,-5.32634149525297,-2.21921655158017,-4.69575407475146,5.29270969757704,-4.04217832638277,2.0677314660788,-2.40890246207557,-4.04535863268224,-1.70223910198952
"boot_params.2669",3.57411634012175,-0.0709877423103705,-0.578994775867464,-0.21976248078358,0.842572424761366,-1.77387163369786,-2.46028588584274,-2.87022405695922,-4.84437172315637,-2.21390584720812,-5.00650040777186,5.3224390400448,-4.00060176702288,2.12300951495015,-2.43237651184567,-3.86108106590522,-1.71262114152653
"boot_params.2670",3.65205407285898,-0.0668900412394148,-0.55917375403235,-0.235291634841835,0.824301654519021,-1.89075252366769,-2.50605084650716,-3.02404796597414,-4.87182741092288,-2.36991869936091,-5.164151044554,5.50103932263494,-4.2826567218897,2.15168095708111,-2.48095673113588,-4.0351143601705,-1.80793750108966
"boot_params.2671",3.54639002326006,-0.0741594619409857,-0.558070566751204,-0.229308660956247,0.801075347090725,-1.68451911279685,-2.39602295324084,-2.90939279686721,-4.92308332223812,-2.22457363147181,-5.19719826208603,4.96858767459817,-3.93082630707259,1.96216932884448,-2.34069698416921,-3.75843556132666,-1.57618452102438
"boot_params.2672",3.66901135835095,-0.0588707111248876,-0.55527535474804,-0.214434230784664,0.796432773207089,-1.89632611641585,-2.65762255589348,-3.00932122166739,-5.56813242103261,-2.43110789963211,-4.96402884467621,5.52513755186153,-4.20858877264806,2.14988128496006,-2.6424214491331,-4.1094163846315,-1.82501582083951
"boot_params.2673",3.65111756921393,-0.0618038222095138,-0.584360336992024,-0.246704144087919,0.807608760650999,-1.89586758524293,-2.57929288371803,-3.03187756793593,-4.78617114643795,-2.32698376518213,-5.11921171268702,5.47856989751888,-4.01128491626531,2.1427992086278,-2.52885311003062,-4.11157254466962,-1.79503970165082
"boot_params.2674",3.76374493084607,-0.0620720631376007,-0.546602855547353,-0.236583553535228,0.830528120352307,-2.1275462725832,-2.85723054167853,-3.42916721920047,-5.19804183014465,-2.60617138648182,-5.16837578516732,6.00212075530695,-4.39540887719532,2.34770736294464,-2.79111305088916,-4.37922523130663,-2.0285708130189
"boot_params.2675",3.68643247009225,-0.0418960508425181,-0.529891957757354,-0.236920823682157,0.824193481186455,-1.96184958229624,-2.74629080094888,-3.16547330990694,-5.76738751676683,-2.47852432587349,-5.06197469196879,5.73532914988669,-4.15948259452117,2.2340458753445,-2.61129732583719,-4.09705081921607,-1.9079721094444
"boot_params.2676",3.66868170862796,-0.0604489226993007,-0.562323725676119,-0.239992846274258,0.841331618973385,-1.88397395531791,-2.66391149719933,-3.19632667428665,-5.02284178832237,-2.38687043612673,-5.09565268191496,5.64385283555862,-4.05142561964815,2.20771497195701,-2.6074544043569,-4.16829417053511,-1.86342577256944
"boot_params.2677",3.63691726776788,-0.0780332084681875,-0.571734739050822,-0.245681705293313,0.804903482824085,-1.81958565290103,-2.53810755486831,-2.99387674647317,-5.0562709980053,-2.35373940236139,-4.66221999126707,5.35487032614123,-3.92313774039315,2.106751358391,-2.64089059517153,-3.74649355952297,-1.74639036424727
"boot_params.2678",3.73143656182517,-0.0915909454335081,-0.58057313267842,-0.25788934845464,0.823316007749645,-1.97891671287523,-2.73014844763222,-3.24811069993928,-5.89035914170032,-2.52794316485245,-5.36504227988816,5.73046800944014,-4.24855520235125,2.23309071597041,-2.6419393784136,-4.24005530210345,-1.91177667501062
"boot_params.2679",3.63325859397936,-0.0626678423072249,-0.550375220062041,-0.237792543239953,0.812426103383266,-1.85343872667724,-2.57600761653548,-2.97529489036482,-5.15949820023225,-2.35591653981089,-4.83490409955225,5.47870010178549,-3.98712373939314,2.1532808131599,-2.49967599912679,-3.9822454648987,-1.79181997350079
"boot_params.2680",3.78532350348162,-0.084744334426732,-0.535255439452886,-0.263560400035295,0.849240165487084,-2.14396908013279,-2.88259593734936,-3.25881582530396,-5.28900951177664,-2.62459602308984,-5.35459993394176,6.16996716467423,-4.35436767552122,2.41644466568331,-2.82493944756546,-4.469692962951,-2.09400235267
"boot_params.2681",3.69354220169588,-0.0769367745855734,-0.550062333552212,-0.252333346035137,0.843851891516703,-1.95011370374967,-2.6535072349128,-3.22073816985409,-5.27103688143691,-2.49667163373035,-4.76354793987028,5.779116979473,-4.24555954157851,2.28593999647387,-2.71224009053582,-4.48571805861043,-1.92090463445982
"boot_params.2682",3.61456184920221,-0.0696780619704881,-0.576222486622954,-0.233070837494869,0.843164675372268,-1.82270660998382,-2.49397778993705,-2.89839550531384,-4.94029128045229,-2.30006889627003,-4.77306264648713,5.46407403488346,-4.12865708273815,2.16080937146428,-2.51352402871735,-4.07365404443478,-1.78028564460554
"boot_params.2683",3.65666899796878,-0.0577673858038023,-0.544891942382056,-0.203065450381433,0.794589655885927,-1.88419661247424,-2.61434034862208,-3.16844266601627,-5.34362691396208,-2.45350219378647,-5.07029193349361,5.53063397098537,-4.08335522595848,2.17359640761721,-2.60412311166805,-4.02912060298335,-1.82210063670988
"boot_params.2684",3.59642037450213,-0.0486513399565694,-0.569683906980822,-0.217870150188374,0.80045570569009,-1.78243114824353,-2.4816441942071,-2.91397409701931,-5.03461734633219,-2.25567750093836,-5.0125893515039,5.23393455947316,-4.16271316349923,2.05071918420741,-2.53940999564685,-4.16830872681705,-1.69164182368306
"boot_params.2685",3.61619672139355,-0.0568930256335968,-0.542033953476367,-0.23634218229082,0.796223037660331,-1.85119351718217,-2.51085139703815,-2.90476128307742,-5.45492801150802,-2.30132068786556,-5.07710926019065,5.31792112278186,-3.83436852227197,2.08756353526942,-2.52561231067803,-4.17495423208875,-1.72786767152236
"boot_params.2686",3.6631202192588,-0.0513833234731378,-0.554034565383999,-0.239575050908364,0.811957670019039,-1.87511950229797,-2.69429517823271,-3.15463488768409,-5.40874222632519,-2.48441371985265,-4.97943485533964,5.60203808533786,-4.44478870040275,2.21808746118473,-2.61947826044884,-4.24246794948014,-1.84938595793836
"boot_params.2687",3.64046948573439,-0.0546106876011549,-0.534701873022953,-0.216535170242088,0.817141300454022,-1.88712371591613,-2.58065468787933,-3.07581126874421,-5.155613976005,-2.40671524973201,-4.90440243606665,5.46431125215246,-3.95804992998973,2.14087806071455,-2.62393018509058,-3.94341530455213,-1.79342121098209
"boot_params.2688",3.75992752859359,-0.0793017640928754,-0.589136296751398,-0.247345712376871,0.858970896630829,-2.07440141057479,-2.83405008067397,-3.28279496067589,-5.28356650761913,-2.64796682179872,-4.99821391960883,6.09666220912268,-4.48018552732275,2.38884079020775,-2.82387119886153,-4.63491707329464,-2.0563941563767
"boot_params.2689",3.68813170134999,-0.0690870872642398,-0.545760432165438,-0.250067729204652,0.789346683320202,-1.89997545912269,-2.63834248510159,-3.10213794482058,-5.256175043344,-2.4964670723251,-4.99192572188883,5.58186929801174,-4.1209268207098,2.16628552827318,-2.50836463530016,-4.38314122734549,-1.84933279461854
"boot_params.2690",3.71340092388084,-0.0872325748341432,-0.620370287447773,-0.262930800140646,0.844843813980888,-1.98177950418957,-2.72233329135817,-3.04688566191834,-5.40895388328116,-2.47545105434835,-5.09651714302968,5.76699466743479,-4.19940318623625,2.28128064449801,-2.68139101909216,-4.26078039217444,-1.91790140639919
"boot_params.2691",3.65413103298249,-0.0700621633149928,-0.570629035169622,-0.228235369053454,0.830227439387165,-1.88665337172712,-2.6148049279619,-3.11137343574635,-4.90936925242443,-2.38530914982686,-4.57997467963078,5.59497409058834,-4.22882352025049,2.21134805388021,-2.60510184626596,-4.27072780662571,-1.84169314423151
"boot_params.2692",3.54569839078136,-0.0582447762725779,-0.585549110823523,-0.246671367936328,0.805992578109375,-1.75690805661684,-2.32060048785382,-2.8430545495285,-4.88297178159843,-2.19629733401373,-4.75724994634947,5.07259226262388,-3.75763424568345,2.01626657382024,-2.40159047681497,-3.74575869013087,-1.60757631987332
"boot_params.2693",3.67169207525504,-0.0811031472033901,-0.530828302499471,-0.255658801519124,0.83762105506201,-1.97575826319047,-2.6586681449979,-3.08514382528633,-5.28566144144172,-2.40673026130563,-5.04121456800288,5.70736917541319,-4.1042805850361,2.24152711611146,-2.69378990155923,-4.20140655222037,-1.89042611866632
"boot_params.2694",3.65017586824734,-0.0611932737327798,-0.590930747589386,-0.247767562642561,0.828328859571112,-1.84622815406992,-2.61482436524013,-2.9621896038983,-4.84441449875403,-2.33763226654274,-4.88228780321336,5.53200315959769,-4.31946838612137,2.17424052500328,-2.54281106987555,-4.15504108899026,-1.81284463858917
"boot_params.2695",3.65369984546028,-0.0523259727149164,-0.533749646857984,-0.247680399934884,0.833885145106066,-1.87810433132075,-2.63853156119588,-3.09698519787483,-5.25546034025229,-2.40329077075648,-4.8405835286945,5.60591671692401,-4.25518676472348,2.20368803995749,-2.56588281157965,-4.31363788681626,-1.84628004182189
"boot_params.2696",3.67454878162159,-0.0764910797903603,-0.576141442554269,-0.236408388760549,0.839141138011642,-1.95476423695003,-2.65021696203879,-3.06467338350375,-5.75368744946959,-2.39038592994447,-5.05710411512153,5.7013971067283,-4.14504007894975,2.23296800574099,-2.6343930219358,-4.16052718261761,-1.88330367926461
"boot_params.2697",3.72007986263036,-0.0772578786801023,-0.560502064512294,-0.247258303813621,0.83533537034724,-1.97678536118638,-2.71808383504672,-3.16081712465391,-5.26696045596799,-2.50701579067625,-5.32807569648604,5.77211851589688,-4.0903995882883,2.25621355376861,-2.69074629938823,-4.17439785821155,-1.93027206701511
"boot_params.2698",3.57454467534642,-0.0741316238726325,-0.561048098556659,-0.225068417743693,0.80424982784748,-1.70385974906017,-2.44473912545657,-2.80494767446725,-4.96305502835784,-2.24809537212771,-4.59538919168687,5.15730025317819,-4.03059387957383,2.02589633519345,-2.43846448463869,-4.08361625706763,-1.65308553018894
"boot_params.2699",3.6232059146953,-0.0762568204016857,-0.585893454951015,-0.232321012207372,0.837468096736654,-1.84658658174855,-2.53097039774289,-3.00314433102247,-5.00403297423274,-2.29553508342215,-4.70927026997354,5.47486193424823,-4.1408195263491,2.14643505067504,-2.54450155128171,-4.1498528568039,-1.78171157200171
"boot_params.2700",3.62915002041981,-0.0663042460043831,-0.542007894522327,-0.270726877798177,0.749144822429075,-1.78344091152016,-2.45567732317574,-2.91622179065176,-5.57145414858185,-2.27394246344644,-4.89227872290926,5.08632293120641,-3.89842088998158,1.9725612001189,-2.48063401210594,-4.15223138621111,-1.64529884837018
"boot_params.2701",3.60247155215198,-0.0819803437438205,-0.564294433272002,-0.246932582239182,0.785526665173792,-1.77037405712227,-2.48584595073889,-2.91141556151549,-5.20402989977551,-2.25276951673607,-4.90704984032942,5.16030011294773,-3.82429912493241,2.03118682897937,-2.41038063187293,-4.18375623112451,-1.66271657920925
"boot_params.2702",3.69941647141528,-0.0712086263352849,-0.543930982188296,-0.246089347306679,0.845674734232807,-1.97816404547977,-2.67143021710057,-3.24583505455493,-5.32712639393742,-2.54260030878835,-4.81923540636489,5.77230929724388,-4.12019771694054,2.27061120718553,-2.67688357707585,-4.34392807903604,-1.9210632823013
"boot_params.2703",3.6434322660317,-0.064779173510973,-0.559939628219465,-0.24257752380636,0.835084136247829,-1.89157495088874,-2.5926499583946,-3.00870681235375,-5.28581516693725,-2.38054796028449,-4.80911996262811,5.50214409157748,-3.92550965028661,2.15421810307985,-2.52452221051283,-4.19339864550465,-1.8016026128403
"boot_params.2704",3.60386029921295,-0.078886264856592,-0.561579604095131,-0.230577482000394,0.817929630781737,-1.8228603778277,-2.43994255989467,-2.98774407191218,-4.72480383053018,-2.30197240907479,-4.69203569022985,5.35003367890152,-3.91561092739808,2.10175878822418,-2.44601349120142,-4.08352150876932,-1.73315093343871
"boot_params.2705",3.74801145979937,-0.0703275503283286,-0.562404251989138,-0.257213953422547,0.852143019967862,-2.02761725691407,-2.79128578785283,-3.21218725208242,-5.61853871258566,-2.57205186088214,-5.41991972455371,5.95661294040865,-4.53017486771826,2.31557796752403,-2.73702287896154,-4.34997035270866,-2.00647096394567
"boot_params.2706",3.70892258473864,-0.0693450010508082,-0.583641706638512,-0.25161542141007,0.83471864786123,-1.97109180103839,-2.67111574233854,-3.2284458887588,-5.17512889412658,-2.47360525994706,-5.21484157216142,5.74889082130813,-4.42434626651483,2.25285350820812,-2.72811173151314,-4.64668244451875,-1.91299375995124
"boot_params.2707",3.6583809976371,-0.062207396204624,-0.565903638647865,-0.214001537605315,0.779502377174598,-1.89077098356093,-2.55900343053594,-3.06271117725875,-5.08969701566847,-2.39239386961325,-5.12514160815988,5.43497838580118,-4.03974784228948,2.10443353277101,-2.49744284894701,-4.1239120512217,-1.78618154920029
"boot_params.2708",3.74316527835226,-0.0792845990214125,-0.56910049801273,-0.25124275725202,0.791906664583481,-1.9918140863879,-2.67580894286687,-3.17606947888344,-4.97372755254114,-2.49109112908878,-5.1661921541731,5.65660699040513,-4.26814737912122,2.18977636325931,-2.68216316168787,-4.47555931392807,-1.89290513596455
"boot_params.2709",3.60530394156093,-0.0711238666056695,-0.582997840122905,-0.222531426439981,0.825437120992118,-1.78663797687366,-2.56318831506782,-2.90988359974082,-5.62288145597197,-2.30650415421737,-4.88397847572715,5.37100323075742,-4.27422259207961,2.1192871177736,-2.59710821571266,-4.16467724155948,-1.74075665133595
"boot_params.2710",3.73528001768492,-0.0819962213836481,-0.564022250649604,-0.245353433713177,0.822291242886871,-2.02019487139058,-2.74734166612672,-3.1992837149941,-5.23500633923163,-2.52793918170257,-5.09622089424848,5.87803300248026,-4.31547705837788,2.30222836502188,-2.67876732304748,-4.41676565591901,-1.97056276312181
"boot_params.2711",3.71399155710174,-0.0729883080865048,-0.594272151448066,-0.260146772207085,0.818190859742148,-2.00372681146411,-2.73511964219911,-3.18408413673557,-5.8414262198319,-2.49300335183718,-5.31880266153129,5.67219226929879,-4.24779228424596,2.23172139781512,-2.68739945173601,-4.2569984887776,-1.88778758882129
"boot_params.2712",3.67141489310409,-0.0770541257834706,-0.526245174629007,-0.225220074927856,0.826973597662303,-1.94974341560953,-2.59297621108513,-3.05932140388477,-5.36317735695335,-2.43059023769873,-4.96458772364024,5.64002042843016,-4.1959258920217,2.19251788058099,-2.5798323207992,-4.07905646995127,-1.86218181642153
"boot_params.2713",3.69811321439912,-0.063029962972013,-0.556194533700925,-0.250075101929817,0.841177559596858,-1.98450371157147,-2.73075745791192,-3.20031940436737,-5.14704725014422,-2.40330876973324,-4.9868319783145,5.7813742304197,-4.18261064862808,2.2622869259591,-2.65488297826687,-4.26337293030571,-1.92386562525988
"boot_params.2714",3.73188780187692,-0.0956467961532981,-0.579192624184434,-0.262914437280528,0.79944336284112,-2.01669913925882,-2.64590004960991,-3.10038988650836,-5.45100954930224,-2.52411141215735,-4.87212869362389,5.68304456526512,-4.4094638401053,2.21453213263041,-2.6758905608798,-4.2442037374554,-1.89294178735726
"boot_params.2715",3.55006324152836,-0.0464427082481387,-0.541429018941611,-0.227380253395541,0.816344365406669,-1.73949195881791,-2.39903417676446,-2.8912841486366,-4.55134276489465,-2.27095442554622,-4.56683191749084,5.16000822552469,-3.90236562812137,2.05333293515468,-2.39159001250819,-3.96284674331138,-1.6480031497813
"boot_params.2716",3.69052518219348,-0.0770317047897825,-0.57460695867377,-0.255168472787779,0.827045751396893,-1.95431988537574,-2.65965547494944,-3.17290526352646,-5.10833958192541,-2.43138836854905,-5.05289808906439,5.74495823322278,-4.33932544881754,2.26886953519617,-2.63665304239514,-4.22889496685104,-1.90464391413135
"boot_params.2717",3.67480961044635,-0.0631324188797829,-0.559834877086017,-0.228072623905191,0.800297450685946,-1.92646734513943,-2.65443589671769,-3.07131239168581,-4.94571914606766,-2.40358972505812,-4.86844060320156,5.52720439567107,-4.33248543920982,2.15061482197836,-2.53635487027194,-4.35040987139469,-1.82334636938817
"boot_params.2718",3.65950639610345,-0.0760213284463286,-0.584146574342971,-0.24214751268625,0.807850962628094,-1.87559812979307,-2.62748966396401,-3.07511926314428,-5.48221003820298,-2.38705043990257,-4.71598646891761,5.48706435501695,-4.15269864710143,2.15040510833543,-2.55902023877984,-4.0221509129607,-1.80279127385977
"boot_params.2719",3.62495681651957,-0.0654010667593793,-0.560333073665735,-0.231456523094849,0.817414534368042,-1.85194809348837,-2.52598279803027,-2.97736926268136,-5.0587013938547,-2.32443870039153,-4.93658688146655,5.43789804417777,-4.01158656784342,2.13884289619187,-2.53813467272752,-3.89201860373889,-1.77247980371579
"boot_params.2720",3.71749317989566,-0.0697629112956533,-0.540812323982519,-0.248997315547523,0.850306138034614,-2.02465514597394,-2.71678602959016,-3.28499672159685,-5.55156285984612,-2.49737262238705,-5.23628630717548,5.95613347305262,-4.31231086094176,2.34489152796419,-2.67043682582014,-4.4688197768237,-1.99330300949257
"boot_params.2721",3.60931872083253,-0.0819845797968308,-0.589876665861503,-0.23784113538153,0.842120255053962,-1.83769234305965,-2.58753785015876,-2.91907092861314,-4.72458188839194,-2.38095533033759,-4.85030450367272,5.43057347760059,-3.94065185399961,2.14827862513601,-2.46896050423135,-4.11874214614058,-1.76263337137122
"boot_params.2722",3.61615909575491,-0.0667978855074421,-0.562083694304337,-0.249607955255862,0.807846932883162,-1.81358365388946,-2.48580741165176,-2.93381502143215,-5.0625525659908,-2.32427921211238,-4.95274296771217,5.32865287865009,-4.09796045833337,2.09981735048254,-2.49167372696997,-4.19100918959556,-1.7312188483703
"boot_params.2723",3.57660387040702,-0.0453567684777913,-0.54311384863063,-0.217189927257308,0.773793126319818,-1.75153599209539,-2.43663187442266,-2.79689621008963,-4.50734528533679,-2.24203742601688,-4.73547751725512,5.116489675674,-3.89057145710704,2.00924877719394,-2.43146858495576,-3.93282528622783,-1.64484990256446
"boot_params.2724",3.6706830073305,-0.0617006997053684,-0.556687333940862,-0.249968446789693,0.811232690506967,-1.90479445408921,-2.61190250294477,-3.08751117816476,-5.03954960789796,-2.44591238066456,-5.07195120865008,5.56316455704202,-4.12150962188062,2.18581795639033,-2.52684376918615,-4.10912293447883,-1.83565430261054
"boot_params.2725",3.64747716171431,-0.0561203479015018,-0.572133514839804,-0.213525029144507,0.846400605882967,-1.90069510871731,-2.61564245322979,-3.0408790543441,-5.28296124180352,-2.46538343015687,-5.09609175240651,5.55077679377177,-4.02603268119719,2.18466649296273,-2.57177217410067,-4.03300654721069,-1.82504113531382
"boot_params.2726",3.63952104367797,-0.0619699817228647,-0.55216441855917,-0.236676764937982,0.83324487705199,-1.85303011526405,-2.63244761407658,-3.10682272240243,-5.1481401895278,-2.36094665124255,-5.33179659598377,5.54340715386793,-4.11142465864184,2.18092286794547,-2.60445345387431,-4.12649127674553,-1.81717964335818
"boot_params.2727",3.61972621622837,-0.0696123308144598,-0.577334885675849,-0.239503343475357,0.842761005685496,-1.80273444301876,-2.58903791713115,-2.95151550904714,-4.85058174817916,-2.38330737737484,-4.40764953936178,5.47279235491264,-4.18242300340414,2.16121486988296,-2.54142022712768,-4.01230932225401,-1.7788470070476
"boot_params.2728",3.61331944954505,-0.0651552125889828,-0.53036628427318,-0.231831772436362,0.823182770994726,-1.8642660140124,-2.54200174549998,-2.98394292602159,-5.28835587297886,-2.30876431261028,-4.97454394450351,5.3592782380987,-4.11015382870986,2.09711420825701,-2.44074722177359,-4.32953641032441,-1.7429126165977
"boot_params.2729",3.68922880118877,-0.068738291486093,-0.540319644807205,-0.261352433492912,0.828437281986833,-1.95228479108725,-2.6898788342941,-3.15694805129413,-5.08818797017153,-2.41905141747818,-4.80979869078466,5.71440214769048,-4.30601300255213,2.25438721646534,-2.60968181324434,-4.2331457640983,-1.89440564224582
"boot_params.2730",3.63503275780846,-0.0801895406754486,-0.576862869773337,-0.227652309894362,0.818139423785028,-1.85204621877437,-2.53681353326842,-2.99268959680636,-5.45382531928581,-2.33959728757403,-4.76775010074107,5.43829861397473,-4.12486125498297,2.12804941893634,-2.54588175194596,-4.06931759606869,-1.77252364671947
"boot_params.2731",3.70630928513921,-0.0631651388218912,-0.589690013208588,-0.230881799662164,0.802026908131918,-1.96486383063322,-2.67882644591481,-3.08995688085332,-5.24690402926168,-2.47938440595861,-4.78787925639375,5.6064074529336,-4.28215399915079,2.19066141240652,-2.68599940001655,-4.33931152095274,-1.86582731305181
"boot_params.2732",3.63422967416846,-0.0725795901540205,-0.582458189663975,-0.244717538742535,0.80759559879814,-1.82173185797454,-2.54697199138977,-3.04763614359971,-5.77488008504212,-2.34102957184787,-5.12946920761725,5.37929480733782,-4.23908203932087,2.11592143571153,-2.5566367687488,-4.05136124515614,-1.75344672002991
"boot_params.2733",3.61862665645474,-0.0809674550253615,-0.540706173187419,-0.233449755658382,0.79247824015052,-1.81614874198396,-2.53140632399817,-2.96803751809143,-5.5020508253455,-2.29955085938183,-4.7046209563897,5.25710293793187,-3.91749563031565,2.05832114184095,-2.47745142266959,-4.08080979601116,-1.70499431085099
"boot_params.2734",3.7036050641125,-0.0741620767499896,-0.544986481894145,-0.260556232115016,0.829594929460926,-1.98875876731328,-2.70843391685907,-3.23780619699309,-5.56653797663373,-2.48287815971136,-4.90293372480354,5.76583360446729,-4.13546694439315,2.26590855427763,-2.6305396914965,-4.31900052901458,-1.9206688423681
"boot_params.2735",3.65575357872535,-0.0649609929804574,-0.557870644638969,-0.239567351092477,0.789139953837002,-1.85895619157098,-2.56820503244674,-3.0973584999468,-5.03305472871172,-2.35178587244605,-4.88234756807431,5.34248877246136,-4.42125703903844,2.08769014883497,-2.56548412547887,-4.29831026800898,-1.75094768904666
"boot_params.2736",3.64386249970466,-0.0720240720399544,-0.578750691786766,-0.247926388781592,0.837804228533548,-1.82582207729206,-2.62010634851797,-3.05414021341375,-5.00873529317521,-2.35623541797268,-4.58419252055341,5.50462187057903,-4.10472867593184,2.17265971282304,-2.5312024650322,-4.14267911960857,-1.80357584814158
"boot_params.2737",3.59018098803806,-0.0464797002680371,-0.549542810686892,-0.223558405602795,0.802800071727236,-1.79802618466789,-2.45692643469401,-3.02660790710646,-5.22917006908719,-2.27777130184652,-5.14003158288776,5.19686553490081,-4.09076318449631,2.04362361458774,-2.44885286655691,-3.97674096583692,-1.67912635751267
"boot_params.2738",3.62133684781907,-0.0715523197165445,-0.566811311881643,-0.235385126493646,0.827230329760961,-1.80914828634136,-2.49684066850356,-2.97451317452827,-4.98929041512152,-2.31019573131235,-4.82322023323317,5.39523057003678,-4.04252946130569,2.13118570386478,-2.55822707754862,-4.17619844654337,-1.75616095514553
"boot_params.2739",3.67925427403194,-0.0723502921806986,-0.56098053584426,-0.245164264868315,0.817395321081374,-1.87526099659267,-2.62153308435791,-3.04673777150291,-5.27943708912326,-2.42382368488949,-5.3886135584752,5.57813493382567,-4.18180878775969,2.17796561906192,-2.62009118293142,-4.19289741636657,-1.84196953170316
"boot_params.2740",3.71210916580807,-0.0537241803974867,-0.559477114302117,-0.249693410521374,0.823364735988653,-1.9905503793603,-2.68138943711753,-3.13282569823808,-5.38126712892705,-2.46652117170732,-5.06357938697412,5.76609314818072,-4.14708750395453,2.27249739416029,-2.64350709186018,-4.19603681642103,-1.92219046234345
"boot_params.2741",3.65781409541251,-0.0686258232481859,-0.560326874945399,-0.253906997883627,0.775423298209405,-1.87188857304039,-2.59575562443012,-3.03935754158099,-5.04277632271532,-2.34040338828748,-4.71022617863737,5.32939119493868,-4.15489112609897,2.06834262536545,-2.55979078677388,-4.16461416579456,-1.74557403561499
"boot_params.2742",3.61419348607351,-0.083076652490707,-0.58950914700221,-0.257386056709265,0.801574219887368,-1.8046174439725,-2.44859169800236,-2.99463091177727,-4.80639755318848,-2.33196147917997,-5.21420797424814,5.26512876760958,-4.10756236980313,2.0628113630531,-2.52146736465437,-3.99774616251195,-1.70189734175506
"boot_params.2743",3.71911442959528,-0.0933100172225092,-0.585720652374071,-0.260664934842329,0.829646489816941,-1.94262641602629,-2.64706643755001,-3.1866070918273,-5.06474610645225,-2.55361020869143,-4.74055572850194,5.71990088469419,-4.22709525195651,2.23100270237361,-2.67773403511739,-4.25671256326661,-1.90360147720281
