"REF_DATE","GEO","DGUID","Principal statistics","Seasonal adjustment","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-09","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","696","E","","","0"
"2022-10","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","695","E","","","0"
"2022-11","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","400","B","","","0"
"2022-12","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","804","A","","","0"
"2023-01","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","755","B","","","0"
"2023-02","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","352","B","","","0"
"2023-03","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","949","A","","","0"
"2023-04","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","","x","","","0"
"2023-05","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","","x","","","0"
"2023-06","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","","x","","","0"
"2023-07","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","725","A","","","0"
"2023-08","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","1122","A","","","0"
"2023-09","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","1411","A","","","0"
"2023-10","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","","x","","","0"
"2023-11","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","","x","","","0"
"2023-12","Northwest Territories","2016A000261","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891747","14.1.2.1","","x","","","0"
"2022-01","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","631","A","","","0"
"2022-02","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","1936","A","","","0"
"2022-03","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","1492","A","","","0"
"2022-04","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","1856","A","","","0"
"2022-05","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","3286","A","","","0"
"2022-06","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","4905","A","","","0"
"2022-07","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","4691","A","","","0"
"2022-08","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","4295","A","","","0"
"2022-09","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","2828","A","","","0"
"2022-10","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","3149","E","","","0"
"2022-11","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","2644","E","","","0"
"2022-12","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","2888","E","","","0"
"2023-01","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","3182","A","","","0"
"2023-02","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","1146","A","","","0"
"2023-03","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","1492","A","","","0"
"2023-04","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","","x","","","0"
"2023-05","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","","x","","","0"
"2023-06","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","","x","","","0"
"2023-07","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","1279","A","","","0"
"2023-08","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","1650","A","","","0"
"2023-09","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","2783","A","","","0"
"2023-10","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","","x","","","0"
"2023-11","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","","x","","","0"
"2023-12","Nunavut","2016A000262","Sales of goods manufactured (shipments)","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v41891744","13.1.2.1","","x","","","0"


